Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Kırık Kanatlar,Avşar Film,Çağatay Tosun - Faruk Teber - Temel Gürsu - Haluk Bener - Cevdet Mercan,2,Dram,Kanal D,Mehmet Ali Nuroğlu - Özge Özberk - Cansel Elçin - Begüm Birgören - Şemsi İnkaya - Saygın Soysal - Türkü Hazer - Sermiyan Midyat - Tolga Tecer - Tanju Gürsu - Cengiz Sezici - Beyazıt Gülercan - Şebnem Doğruer,2006
İki Aile,D Productions,Nursan Esenboğa - (1-24) - Metin Günay -  (25-52) - Yıldız Hülya Bilban -  (53-93),2,Komedi - Aile,Star TV,Emre Kınay - İclal Aydın,2006
Altın Kızlar,Play Prodüksiyon,Levent Demirkale,1,Komedi,atv,Nevra Serezli - Cansu Dere - Türkân Şoray - Fatma Girik - Tamer Karadağlı - Sümer Tilmaç,2009
Yamak Ahmet,Okur Film,Hakan Arslan - Günay Günaydın,2,Tarihî,TRT 1,Ferit Aktuğ - Kemal Uçar - Başak Parlak - Emrah Elçiboğa - Emin Gürsoy - Yusuf Atala - Betül Şahin - Birsen Dürülü - Tarık Şerbetçioğlu - Mafta Güney - Mustafa Turan - Yavuz Topoyan - Alay Cihan - Metin Yıldırım - Yunus Emre Kılınç - Burhan Yıldız - Uğur Arslanoğlu - Gaye Turgut,2011
Kurt Kanunu,Pana Film,Yasin Uslu,1,Tarihî - Dram - Macera,TRT 1,Ümit Acar - Ali Başar - Pelin Akil - Bahar Kerimoğlu - İlker Kızmaz,2012
Gül ve Diken,Kemal Film,Osman F. Seden,1,Romantik - Duygusal,Star TV,Aydan Şener - Murat Parasayar - Müge Arda - Tomris Oğuzalp - Ozan Bilen,1994
Boşgezen ve Kalfası,Ortaoyuncular,Ferhan Şensoy,1,Komedi,Flash TV,Ferhan Şensoy - Suna Pekuysal - Derya Baykal - Rasim Öztekin - Tarık Pabuçcuoğlu - Levent Ünsal - Settar Tanrıöğen - Şükran Dedeman - Pınar Alsan,1995
Huzur Sokağı,Set Film  (2012-2013)  atv İç Yapımlar  (2013-2014),Şenol Sönmez,2,Dram,atv,Selin Demiratar - Ahmet Kutsi Karadoğan - Güven Hokna - Sinem Öztürk - Gökhan Mete - Yeşim Salkım,2012
Hayat Bilgisi,Süreç Film,Tarkan Karlıdağ,4,Gençlik - Komedi - Aile,Kanal D -   - Show TV,Perran Kutman - Tarık Pabuççuoğlu - Kerem Kupacı,2003
Mahallenin Muhtarları,Replik Yapım,Oğuz Yalçın - Filiz Kaynak - Avni Kütükoğlu - Nursan Esenboğa,10,Aile,Kanal 6 -   - atv -   - Kanal D -   - Star TV,Aydan Burhan - Erkan Can - Cihat Tamer - Işık Aras - Goncagül Sunar - Esra Akkaya - Nedret Özbek - Leman Çıdamlı - Filiz Taçbaş,1992
Tatil Aşkları,Star TV,Oğuz Yalçın,1,Komedi,Star TV,Seray Sever - Nilgün Belgün - Ercan Yazgan,2004
Kuzey Rüzgârı,Duka Film,Mustafa Şevki Doğan,1,Aşk - Mafya,Show TV,Kadir İnanır - Oktay Kaynarca - Ebru Kocaağa - Çağla Kubat - Selçuk Yöntem ,2007
Saygılar Bizden,Bugay Yapım,Zeki Ökten,1,Dram - Komedi - Politika,InterSTAR,Kemal Sunal - Jülide Kural - Selma Tarcan - Yaman Tarcan - Nur Gürkan - Alev Oraloğlu - Tuncer Necmioğlu - Zafer Algöz - Yaman Okay - Güler Ökten - Ozan Bilen - Orhan Çağman - Kutay Köktürk - Erdinç Dinçer,1992
Evlerden Biri,Koliba Film,Bahadır İnce,1,Dram,Star TV,Ceyda Ateş - Özgür Çevik - Barış Aytaç - Şemsi İnkaya,2012
Reis,Most Production,Sadullah Celen,1,Dram - Aşk - Romantik - Aile,atv,Mehmet Âkif Alakurt - Melisa Sözen - Şükran Ovalı,2011
Bu Kalp Seni Unutur mu?,Sis Yapım,Aydın Bulut,1,Politik - Dram,Show TV,Bülent İnal - Melis Birkan - Berrak Tüzünataç - Okan Yalabık - Saygın Soysal - Tuba Ünsal - Tansel Öngel - Bülent Alkış - Engin Hepileri - Tuğçe Kumral - Hale Soygazi - Salih Güney - Fatih Dönmez,2009
Kurşun Yarası,Avşar Film,Sadullah Celen - Özer Kızıltan,2,Dram,atv,Berdan Mardini - Gerçek Sağlar - Bülent İnal - A. Yavuz Sepetçi - Ayçin İnci - Avni Yalçın - Ahmet Mümtaz Taylan - Nur Sürer - Emrah Elçiboğa - Mehmet Akan - Mesut Akusta - Ali Kırca - Fikret Hakan,2003
Gerçek Kesit,Flash TV,Erbay Gül,13,Gerilim - Aksiyon - Dram - Absürt komedi,Flash TV,Cahit Kaşıkçılar - Cevat Dinçer - Mehmet Vanlıoğlu,1993
Unutulmaz,Stil Medya,Ersoy Güler - Cem Tabak - Şenol Sönmez,2,Dram - Üzüntü,atv,Serhan Yavaş - Sinem Öztufan - Özlem Yılmaz - Nihat Altınkaya,2009
6 Mantı,ARC Film,Ahmet Katıksız - Yahya Samancı,2,Komedi - Aile,TRT 1,Burcu Binici - İnan Ulaş Torun,2012
Bez Bebek,Focus Film,Serpil Kurtça,3,Çocuk - Fantastik - Komedi - Dram,FOX,Evrim Akın - Tan Sağtürk - Alpay Atalan - Fatoş Kabasakal - Reyhan Asena Keskinci - Ege Tanman - Oya Aydoğan - Sibel Kasapoğlu - Mehmet Usta - Sevinç Aktansel,2007
Hanımın Çiftliği,Gold Film,Faruk Teber,2,Dram,Kanal D,Mehmet Aslantuğ - Özgü Namal - Ebru Özkan - Caner Cindoruk - Mehmet Çevik - Necip Memili - Gözde Kansu - Hakan Boyav - Mehmet Ali Oral - Can Kolukısa - Ali Düşenkalkar - İmer Özgün - Haki Biçici - Barış Çakmak - Fikret Kuşkan -,2009
Şen Yuva,BKM,Hakan Algül,2,Komedi - Aile,atv -    - FOX,Ceyda Düvenci - Levent Üzümcü - Ayşegül Atik - Altan Erkekli - Alper Kul,2010
Kınalı Kar,Yağmur Ajans,Taner Akvardar,3,Dram,Kanal D,Emrah - Özlem Conker - Engin Şenkan - Mustafa Avkıran,2002
Adını Feriha Koydum,Medyapım,Merve Girgin - Neslihan Yeşilyurt,2,Aşk - Drama,Show TV -   - teve2 -  -10 Ekim 2016-günümüz,Vahide Perçin - Hazal Kaya - Çağatay Ulusoy - Metin Çekmez - Deniz Uğur - Yusuf Akgün - Ceyda Ateş - Barış Kılıç,2011
Aşk Yakar,Avşar Film,Mehmet Ulukan,1,Dram - Komedi,Kanal D,Özcan Deniz - Meltem Cumbul,2008
Sağır Oda,Proje-ct Prodüksiyon,Serdar Akar -  (1-6) - Onur Tan -  (6-34),1,İstihbarat - Aksiyon,Kanal D,Orhan Kılıç - Çağla Kubat - Engin Cezzar - Mahir Günşiray - Arsen Gürzap,2006
Kırmızı Işık,TRT,Hilmi Akyalçın,1,Eğitim,TRT 1,Cüneyt Arkın - Tolga Savacı - Meral Orhonsay - Bahadır Tok - Meltem Ören - Fatma Belgen - Kemal İnci - Muhammet Taflan - Ahmet Vuran,2008
Kapalıçarşı,TMC,Yasin Uslu,2,Macera - Komedi,atv,Nejat İşler - Olgun Şimşek - Aslı Tandoğan - Tülin Özen - Mert Fırat - Erkan Can - Selen Seyven - Engin Altan Düzyatan - Zeynep Eronat,2009
Şubat,Eflatun Film,Volkan Kocatürk,1,Dram,TRT 1,Alican Yücesoy - Melisa Sözen - Musa Uzunlar - Serkan Ercan - Özkan Uğur,2012
Kampüsistan,D Productions,Uluç Bayraktar,2,Dram - Gençlik,Kanal D,Kaan Urgancıoğlu - Göksun Çam - Burak Altay - Tuğçe Kazaz - İpek Değer - Engin Hepileri - Irmak Ünal - Ekim Mağden - Aylin Kontente - Elif Akşar - İstemihan Tuna,2003
Kezban Yenge,Kanal 7,Hilal Saral,2,Komedi - Dram,Kanal 7,Parkan Özturan - Ege Tanman - Nurcan Elver - Şensel Uykal,2005
Deli Saraylı,Süreç Film,Aydın Bulut,1,Komedi - Tarihî,Show TV,Perran Kutman - Çetin Tekindor - Köksal Engür - Ünal Silver - Öner Erkan - Akın Saatçi - Özge Özpirinçci - Melis Birkan - Tatsyana Tsvikeviç - Kenan Ece - Ani İpekkaya,2010
Öyle Bir Geçer Zaman ki,D Productions,Zeynep Günay,3,Dram,Kanal D,Erkan Petekkaya -  Ayça Bingöl -  Wilma Elles,2010
Lise Defteri,Statü Yapım,Mustafa Altıoklar,1,Gençlik - Komedi - Dram,Kanal D,Ece Erken - Emre Altuğ - Arda Kural - Selin Demiratar,2003
Son,Ay Yapım,Uluç Bayraktar,1,Dram,atv,Engin Altan Düzyatan - Nehir Erdoğan - Erkan Can - Berrak Tüzünataç - Yiğit Özşener,2012
Marziye,Yağmur Ajans,Taner Akvardar - Melih Gülgen - Erdoğan Tokatlı - Avni Kütükoğlu,2,Dram,TGRT,Kadir İnanır - Gülben Ergen,1998
Dedektif Memoli,Süreç Film,Tayfun Güneyer,1,Polisiye - Macera,TNT,Emre Kızılırmak - (Memoli) - Burcu Esmersoy - (Zeynep) - Özlem Yılmaz - (Ezo) - Demir Karahan - Ünal Yeter - Barış Başar,2011
Geniş Zamanlar,Koliba Film,Serdar Akar,1,Dram,Star TV,Zuhal Olcay - Özge Özberk - Oktay Kaynarca,2007
Bizim Mahalle,TRT,Ülkü Erakalın - Tulip Karamanbey - Temel Gürsu - Tangör Toydemir - Ayhan Önal,8,Aile - Komedi - Macera,TRT 1,Neslihan Acar - Osman Yağmurdereli - Üstün Asutay - Neriman Köksal - Nilgün Belgün - Meltem Ören - İlhan Daner,1994
Seni Çok Özledim,ADA Film,Dilek Gökçin,1,Dram,Kanal D,Zuhal Olcay - Tuba Ünsal - Kaan Urgancıoğlu - Ege Aydan - Emre Kınay - Mahir Günşiray - Ali Düşenkalkar - Erdal Beşikçioğlu - Rıza Kocaoğlu - Sezgi Mengi - Bilge Şen - Avni Yalçın - Kürşat Alnıaçık - Saydam Yeniay,2005
Kader Çizgisi,Ser Film,Taner Tunç,1,Dram,Samanyolu TV, Yunus Günçe - Uğur İzgi - Bilge Parlak - Oğuz Oktay,2010
Elveda Derken,Yağmur Ajans,Hilal Saral Ünalan,2,Dram,Kanal D,Ece Uslu - Gökhan Tepe - Burcu Kara - İncilay Şahin - Sinan Sümer - Tansel Öngel - Aydan Kaya - Fatma Karanfil - Sait Genay - Seda Güven,2007
Umutsuz Ev Kadınları,Medyapım Abc Studios,Özlem Bayşu Ünlü  -  Barış Erçetin,3,Komedi-drama - Suç - Pembe dizi,Kanal D -    - FOX,Songül Öden - Bennu Yıldırımlar - Ceyda Düvenci - Özge Özder - Evrim Solmaz - Deniz Uğur,2011
Zeliha'nın Gözleri,Altıoklar Film,Filiz Kaynak - Ömer Uğur,1,Macera - Fantezi,Star TV,Sarp Levendoğlu - Emel Çölgeçen,2007
Bir Filiz Vardı,TRT,Feyzi Tuna,1,Duygusal - Aile - Komedi,TRT 1,Özgü Namal - Müge Oruçkaptan - Nihan Durukan - Menderes Samancılar - Nükhet Egeli - Savaş Akova - Özlem Saraç - Alper Yakıcı,2001
Eşref Saati,Pana Film,Ümit Volkan,2,Komedi,Kanal D,Tuluğ Çizgen - Cihat Tamer - Suna Yıldızoğlu - Suat Sungur - Arzu Atalay - Hadi Çaman,1993
