Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Yazlıkçılar,Bugay Yapım,Yalçın Yelence,6,Aile - Komedi - Macera - Duygusal,TRT 1 -    - Star TV,Engin Şenkan - Ayşe Kökçü - Ercan Yazgan - Sıdıka Şenkan - Güzin Özipek,1993
Emret Komutanım,Altıoklar Film Prodüksiyon,Mustafa Altıoklar -  (Proje genel yönetmeni) - Kartal Tibet - Ömer Uğur - Hakan Algül - Oğuz Yalçın - Taner Akvardar - Haluk Göl - Tuba German - Sarp Levendoğlu - Murat Düzgünoğlu,4,Askeri - Dram - Komedi,Show TV -    - Kanal 1,Sarp Levendoğlu - Demet Evgar - Seda Akman,2005
Savcı,Par Productions,Kadir İnanır,1,Politik - Macera,Star TV,Kadir İnanır - Ani İpekkaya - Aylin Arasıl - Diler Saraç - Gökhan Mete - Mustafa Alabora - İsmet Ay,1992
Kimse Durduramaz,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Rıza Pekkutsal - Göksel Kortay - Gazanfer Ündüz - Fulya Özcan - Saltuk Kaplangı - Zihni Küçümen - Selahattin Taşdöğen,1991
Aşk Yeniden,Süreç Film,Ersoy Güler,2,Romantik komedi,FOX,Özge Özpirinçci - Buğra Gülsoy,2015
Kahraman Damat,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Halit Akçatepe - Tolga Aşkıner - Nilgün Belgün - Toygun Ateş - Rıza Pekkutsal,1992
Kurtlar Vadisi Terör,Pana Film,Sadullah Şentürk,1,Aksiyon - Politik,Show TV,Necati Şaşmaz - Gürkan Uygun - Sönmez Atasoy - Kenan Çoban,2007
Kırgın Çiçekler,NTC Medya,Serkan Birinci,3,Dram - Aile - Gençlik,atv,İpek Karapınar - Özgür Çevik - Biran Damla Yılmaz - Gökçe Akyıldız - Hazar Motan - Çağla Irmak - Aleyna Solaker,2015
Racon: Ailem İçin,TMC,Mehmet Ada Öztekin - Çağan Irmak,1,Dram - Aksiyon - Aşk,atv,Mehmet Aslantuğ - Hande Doğandemir - Seçkin Özdemir - Barış Arduç - Ekin Türkmen - Sarp Akkaya - Sezin Akbaşoğulları - Emir Benderlioğlu - Çağkan Çulha,2015
Firar,Koliba Film,Cemal Şan,1,Aksiyon - Aşk - Suç,Star TV,Caner Cindoruk - Didem Balçın - İsmail Hacıoğlu - Engin Şenkan - Ece Çeşmioğlu - Eda Özerkan - Lila Gürmen - Haldun Boysan - Şafak Pakdemir - Yavuz Çetin - Osman Akça - Eser Karabil - Beyza Şekerci - Necip Memili,2011
Gurbetçiler,ATV,Yücel Uçanoğlu - Umut Gelgör - Metin Günay,4,Aile - Komedi - Duygusal,atv -    - Kanal 6,Uğur Uludağ - Ahu Türkpençe - Aykut Oray - Berke Üzrek - Yıldırım Öcek,1996
Yersiz Yurtsuz,Avşar Film,Cemal Şan -  (1-3) - Cevdet Mercan -  (4-7) - Şafak Bal -  (8-18),2,Dram,atv,Ferdi Tayfur - Şerif Sezer - Nesrin Cavadzade - Sinan Albayrak,2007
Kızım Nerede?,Medya Vizyon,Atilla Cengiz,1,Suç - Dram,atv,Ece Uslu - Hüseyin Avni Danyal - Burak Hakkı - Özge Gürel - Erdi Bolat - Serkan Şenalp - Nihan Balyalı - Yonca Cevher Yenel - Tolga Savacı - Kamil Güler - Yağmur Kaşifoğlu - Soydan Soydaş - Gamze Karaman - Pelin Yoru - Duygu Şen,2010
Köprü,Koliba Film,Sadullah Şentürk - Çağatay Tosun,2,Dram - Macera - Politik,Star TV,Erdal Beşikçioğlu - Ayşegül Ünsal - İpek Karapınar,2006
46 Yok Olan,Nunova Film,Serdar Akar,1,Psikolojik gerilim - Suç,Star TV,Erdal Beşikçioğlu - Melis Birkan - Yasemin Allen,2016
Deniz Yıldızı,Focus Film,Ayşe Tügen - Nujin Yıldız - Fırat Gürsoy,7,Aile - Drama - Gençlik - Komedi,FOX -     - Star TV -    - Show TV,Begüm Topçu Turay - Cantuğ Turay,2009
Umut Yolcuları,Erler Film,Ümmü Burhan,1,Polisiye - Aksiyon - Dram - Suç,Star TV,Zuhal Olcay - Yetkin Dikinciler - Haluk Piyes - Sedef Avcı - Bülent Alkış - Zafer Alpat,2010
Örümcek,Sedine Prodüksiyon,Zeynep Tor,4,Dram - Gerilim,Show TV,Nilüfer Kurt - İpek Tenolcay - Betül Arım - Asuman Dabak - Aykut Sözeri,1997
Baba Ocağı,Sinetel Film,Mustafa Şevki Doğan,1,Aile - Komedi,Star TV,Engin Şenkan - Ali Sürmeli - Ali İpin - Suzan Aksoy - Burak Özçivit - Selim Gülgören - Uğur Demirpehlivan - Gülden Dudarık - Ceren Hindistan - Algı Eke,2008
Akasya Durağı,Erler Film,Yaşar Seriner - Cankat Ergin,5,Aile - Komedi,Kanal D -   - Star TV,Zeki Alasya - Melek Baykal - Cezmi Baskın - Levent Ülgen - Onur Şan - Ayça İnci - Timur Acar - Berk Oktay - Kayhan Yıldızoğlu - Pınar Aydın - Tarık Ündüz - Evin Esen - Alp Kırşan - Arda Öziri - Aslı Altaylar - Sitare Akbaş - Suat Sungur - Ümit Yesin - Şeyla Halis - Erol Günaydın - Nilgün Belgün - İlyas Salman - Binnur Şerbetçioğlu - Gülay Baltacı - Pelin Sönmez - Ateş Fatih Uçan - Sema Aras - Balamir Emren - Sinem Ergin - Zeynep Dörtkardeşler,2008
Yasemince,Erler Film, Mustafa Şevki Doğan - Kartal Tibet,12,Komedi,Show TV -   - atv -   - Kanal D -   - Star TV -   - FOX -   - Kanal 7 -   -  - Kanaltürk,Yasemin Yalçın - İlyas İlbey,1993
Üvey Baba,Yeni Yapımlar Yönder TV & Film Ltd.,Tunca Yönder,6,Dram,"Star TV -  ,   - Teleon -   - Flash TV",Şemsi İnkaya - Betül Aşçıoğlu - Burçin Abdullah - Seda Çetin - Tunca Yönder,1998
Elif,Green Yapım,Fulya Yavuzoğlu - Canan Yılmaz,5,Dram,Kanal 7,Selin Sezgin - Volkan Çolpan - Isabella Damla Güvenilir,2014
Fırtınalar,Doku Film,Ünal Küpeli,2,Dram - Aile,Star TV,Ebru Gündeş - Kerem Alışık,1996
Laf Lafı Açıyor,Medyapım,Cem Özer,3,Komedi - Talkshow,Kanal D,Cem Özer - Müjdat Gezen - Cenk Koray,1991
Anne,Medyapım MF Yapım,Merve Girgin - Nadim Güç,1,Dram - Aile,Star TV,Cansu Dere - Vahide Perçin - Beren Gökyıldız,2016
Gönül,Masalevi,Faruk Teber,1,Komedi - Drama,Kanal D,Gülben Ergen - Ragıp Savaş - Güven Kıraç - Şevket Çoruh,2006
Reaksiyon,Reaksiyon Film,Onur Tan,1,Aksiyon - Macera - Dram - Derin devlet,Star TV,Erdal Beşikçioğlu - İbrahim Çelikkol - Nehir Erdoğan - Selen Soyder - Yurdaer Okur - İsmail Demirci,2014
Emret Komutanım Yeniden,Altıoklar Film Prodüksiyon,Sarp Levendoğlu - Ümit Efekan,1,Aksiyon - Askeri - Komedi,Kanaltürk,Serdar Özer - Didem Reze - Naci Taşdöğen - Bilal Çatalçekiç,2013
Galip Derviş,Barakuda Film NBC Universal,Barış Pirhasan - Yusuf Pirhasan - Çağrı Bayrak,3,Komedi - Dram - Polisiye,Kanal D,Engin Günaydın - Algı Eke - Ersin Korkut - Orhan Güner,2013
Ben Olsaydım,STR Film,Uğur Erkır,1,Komedi - Sitcom,TRT 1,Gazanfer Özcan - Gönül Ülkü - Hadi Çaman - Saltuk Kaplangı - Doğu Erkan - Cengiz Keskinkılıç - Osman Gidişoğlu - Erdoğan Dikmen - Aliye Tölak,1991
Kuzey Güney,Ay Yapım,Mehmet Ada Öztekin - Hilal Saral,2,Aksiyon - Dram - Polisiye,Kanal D,Kıvanç Tatlıtuğ - Buğra Gülsoy - Öykü Karayel,2011
Binbir Gece,TMC,Kudret Sabancı,3,Dram,Kanal D,Halit Ergenç - Bergüzar Korel - Tardu Flordun - Ceyda Düvenci - Tomris İncer - Metin Çekmez,2006
Aysarının Zilleri,TRT,Şahin Gök,1,Dram,TRT 1,Yalçın Dümer Engin İnal Levent İnanır,1992
Eve Düşen Yıldırım,Medyapım,Feride Kaytan,2,Dram,Show TV,Murat Han - Gizem Karaca - Seda Akman - Mehmetcan Mincinozlu - Burcu Tuna,2012
Yüzyıllık Mühür,TRT,Mehmet Bahadır Er,1,Dönem - Tarihî,TRT 1,Serkan Kuru - Ali Akdal - Kemal Uçar - Barış Küçükgüler - Yusuf Güney - Yiğit Özşener - Hayal Kahraman Özalp - Nesrin Cavadzade - Gökcan Gökmen Kuru - Ecem Okçular - Onuryay Evrentan Atasalihi - Selda Alkor - Rüchan Çalışkur - Cemal Toktaş - Mehmet Esen - Mehmet Ali Nuroğlu - Mehmet Can Mincinozlu,2016
Bana Sevmeyi Anlat,Ay Yapım,Mesude Erarslan,1,Romantik - Dram,FOX,Kadir Doğulu - Seda Bakan - Mustafa Üstündağ,2016
Çilek Kokusu,Gold Film,Filiz Gülmez Pakman - Adnan Güler,1,Aşk - Dram - Gençlik - Romantik komedi,Star TV,Demet Özdemir - Yusuf Çim - Ekin Mert Daymaz - Mahir Günşiray - Mine Tugay - Murat Başoğlu - Laçin Ceylan,2015
Şimdi Onlar Düşünsün,Medyalab Yapım,Süleyman Seçik - Bora Onur,1,Komedi,TRT 1,Şafak Sezer - Açalya Samyeli Danoğlu - Gökçe Özyol,2014
Pembe ve Mavi,Grafi2000,Varol Yaşaroğlu - Berk Tokay,1,Animasyon - Komedi,Kanal D,Buket Yanmaz - Ali Riza Kubilay - Seda Fettahoglu,2005
Kayıp Şehir,D Productions,Cevdet Mercan - Osman Taşcı,1,Dram - Gerilim,Kanal D,Gökçe Bahadır - Nik Xhelilaj - İlker Kaleli - Nazan Kesal - Uğur Polat - Cansu Tosun - Tugay Mercan - Ahmet Mekin - Ayta Sözeri,2012
Ustura Kemal,Süreç Film,Mustafa Şevki Doğan,1,Dram - Tarihî,Show TV,Oktay Kaynarca - Naz Elmas - Emre Kınay,2012
"Dedem, Gofret ve Ben",Yağmur Ajans,Zeki Alasya,1,Komedi - Aile,TRT 1,Zeki Alasya - Selma Güneri - İclal Aydın - Hazım Körmükçü - Nejat İşler - Barış Küçükgüler - Halit Ergenç,2001
Ayrılık,Çağla Production,Onur Tan,2,Aksiyon - Dram,TRT 1,Tuvana Türkay - Türkü Hazer - Erdal Bilingen,2009
Bizim Ev,Altınkesit,İsmail Güneş,3,Aile - Duygusal - Macera,TGRT,Cüneyt Arkın,1996
Not Defteri,Avşar Film,Ilgaz Giritlioğlu,1,Gençlik,FOX,Fatih Al - Ebru Özkan - Ekin Mert Daymaz - Tarık Özcan Ündüz - Beste Kökdemir,2014
Adını Feriha Koydum: Emir'in Yolu,Medyapım,Barış Yöş,1,Dram,Show TV -    - teve2,Çağatay Ulusoy - Gizem Karaca - Furkan Andıç - Yusuf Akgün - Zeynep Çamcı - Metin Çekmez - Deniz Uğur - Ahu Sungur - Sedef Şahin,2012
Aramızda Kalsın,TMC Film,Hatice Memiş -  (1-15)  - Güzide Balcı -  (16-52),2,Aile - Dram - Komedi,Star TV,Uğur Yücel - Binnur Kaya - Gökçe Bahadır - Caner Cindoruk - Cengiz Bozkurt - Ayça Damgacı - Uğur Serhan - Bilge Şen - Hikmet Körmükçü - Gamze Karaduman - Ferit Aktuğ - Ecem Çalık - Mert Kurdal - Mutlu Güney - Tülay Bursa - Melis Mutluç - Aybars Kartal Özson - Özge Özpirinçci - Mesut Özkeçeci,2013
Dadı,Medyapım,Fatih Aksoy - Ebru Yalçın - Yonca Güzelpınar,3,Komedi - Sit-com,Show TV -    - Star TV,Gülben Ergen - Kenan Işık - Haldun Dormen - Seray Sever - Sinem Kobal - İlkay Saran - Yaşar Abravaya - Gökçe Uzuner - Tanju Tuncel - Ercan Süt - Alp Emre Kököz - Altuğ Yücel,2001
Fatmagül'ün Suçu Ne?,Ay Yapım,Hilal Saral,2,Dram,Kanal D,Beren Saat - Engin Akyürek,2010
Kızlar Yurdu,Arajans,Kartal Tibet - (1-19) - Taner Akvardar - (20-26),1,Aile - Komedi,Teleon,Perran Kutman - Alev Emre - Ali Berge - Özdemir Han - Ali Karagöz - Anıl Dalgıç,1992
Yüksek Sosyete,Bi Yapım,Metin Balekoğlu - (1-8. bölüm) - Feride Kaytan - (8-26. bölüm),1,Romantik komedi,Star TV,Hazar Ergüçlü - Engin Öztürk - Meriç Aral - Ozan Dolunay - Zuhal Olcay,2016
Sevda Çiçeği,Süreç Film,Tevfik Şenol - Kartal Çidamlı,1,Romantik komedi,Show TV,Gökhan Özen - Yasemin Hadivent - Savaş Dinçel - Halit Akçatepe - Gül Onat - Ebru Karanfilci - Meral Kaplan - Pakize Suda - Ercü Turan - Serdal Genç - Engin Günay - Başak Koç - İbrahim Gündoğan - Elif Burgaz,2006
Cinayet,Adam Film Akbel Film,Serdar Akar - Sadullah Şentürk,1,Polisiye - Suç,Kanal D,Nurgül Yeşilçay - Engin Altan Düzyatan - Uğur Polat - Şükran Ovalı - Ahmet Mümtaz Taylan - Goncagül Sunar,2014
Kehribar,Süreç Film,Yıldız Hülya Bilban,1,Aksiyon - Dram,atv,Gürkan Uygun - Ayça Varlıer - Necip Memili,2016
Yeniden Çalıkuşu,Kalinos Prodüksiyon,"Cem Akyoldaş -  ,  - Melih Gülgen",1,Drama,Star TV,Tuba Ünsal - Burak Hakkı - Kaan Urgancıoğlu - Aliye Uzunatağan - Zerrin Arbaş - Suna Selen - Itır Esen - Ahmet Uz - Kaya Akarsu - Taner Ertürkler,2005
Bir Modern Habil Kabil Hikayesi,Ser Film,Taner Tunç,1,Dram,Samanyolu TV,Gürkan Günal - Sercan Dede,2015
Esir Şehrin Gözyaşları - Bir Ferhat ile Şirin Hikayesi,Koliba Film,Çağatay Tosun,1,Drama,FOX,Yiğit Özşener - Sedef Avcı,2012
Zirvedekiler,Erler Film,Halit Refiğ,1,Drama,Show TV,Cüneyt Arkın - Gülşen Bubikoğlu,1995
Ölüm Çiçekleri-Saraybosna,Proje-ct Prodüksiyon,Metin Balekoğlu - - - Turgut Yasalar,1,Dram - Savaş,Star TV,Erhan Emre - Zeynep Beşerler,2008
1 Erkek 1 Kadın 2 Çocuk,Altıoklar  (2008-2009) 1K1E  (2009-2012) Bando Yapım (2012-2015),Leyla Yaman,8,Durum komedisi,TürkMax -    - Star TV -    - FOX,Demet Evgar - Emre Karayel,2008
Tatlı Kaçıklar,Erler Film,Aram Gülyüz,5,Durum komedisi,atv,Mehmet Ali Erbil - Yalçın Menteş - Buket Dereoğlu - Neslihan Yeldan - Pelin Körmükçü - İsmet Ay - Erol Günaydın - Meltem Cumbul - Kayhan Yıldızoğlu - Ümit Okur - Dursun Ali Sarıoğlu - Yıldız Kaplan,1996
Lale Devri,Avşar Film,Murat Düzgünoğlu,4,Dram,Show TV -    - FOX,Tolgahan Sayışman - Selen Soyder - Emina Sandal - Serenay Sarıkaya - Hatice Aslan - Kenan Bal - Aykut Yılmaz,2010
Sevginin Gücü,Erler Film,Ümit Efekan,1,Dram,Show TV,Hülya Avşar - Tarık Tarcan - Tolga Savacı - Maide Erçelebi - Bülent Bilgiç,1994
Ihlamurlar Altında,Avşar Film,Aydın Bulut,2,Dram,Kanal D,Bülent İnal - Tuba Büyüküstün - Özge Borak - Sinan Tuzcu,2005
Sihirli Annem,Süreç Film,Ersoy Güler -  (2003) - Tülay Kocatürk -  (2004-2005) - Kartal Çidamlı -  (2006-2012),7,Fantastik - Komedi,Kanal D -   - Star TV,İnci Türkay - Şahap Sayılgan - Defne Joy Foster - Zuhal Topal - Nevra Serezli - Ebru Karanfilci - Metin Serezli - Gül Onat,2003
Evli ve Öfkeli,Süreç Film,Nisan Akman,1,Dram,atv,Ayça Erturan - Birce Akalay - Yıldız Çağrı Atiksoy - Ebru Cündübeyoğlu - Sarp Akkaya - Burak Sevinç - Serkan Altunorak - Sinan Eroğlu,2015
Beyaz Gelincik,TMC,Güzide Balcı,2,Dram,atv,Erkan Petekkaya - Sezin Akbaşoğulları - Altan Erkekli - Mehmet Günsür - İsmail Hacıoğlu - Rana Cabbar,2005
Bana Baba Dedi,Acun Medya,Bedran Güzel,1,Komedi,TV8,Oğuzhan Koç - Eser Yenenler - İbrahim Büyükak - Yağmur Tanrısevsin - Ersin Korkut - Cezmi Baskın - Ayşe Tunaboylu,2015
Büyük Buluşma,Ser Film,Zeynep Tor - [1] -  U. Yağmur Yavuz  -  Naci Çelik Berksoy (-82)  -  Cem Akyoldaş (83-100)  -  Ahmet Sönmez (101-107)  -  Gürsel Ateş (108-115)  -  Metin Çamurcu (116-123)  -  Hüdaverdi Yavuz (124-155),4,Dram,Samanyolu TV,Ümit Acar - Oğuz Oktay -  Zeynep Ece Akkoca - Yusuf Sezgin,2004
Annem,Gold Film,Faruk Teber,2,Dram,Kanal D,Vahide Perçin - Duygu Yetiş - Talat Bulut - İlhan Şeşen - Emel Göksu,2007
Tatlı İntikam,D Productions,Barış Erçetin,1,Komedi - Romantik,Kanal D,Leyla Lydia Tuğutlu - Furkan Andıç,2016
Behzat Ç. Bir Ankara Polisiyesi,Adam Film  (2010-2013)  Inter Medya  (2019),"Serdar Akar -  (1, 2 ve 4. sezon) (Genel Yönetmen)  - Doğan Ümit Karaca -  (1 ve 2. sezon)  - Zekeriya Kurtuluş -  (2. sezon)  - Mustafa Altıoklar -  (2. sezon) (Konuk Yönetmen)  - Sadullah Şentürk -  (3. sezon)",4,Polisiye - Macera - Dram - Komedi - Aksiyon - Gerilim,Star TV -    - BluTV,Erdal Beşikçioğlu - Canan Ergüder - Fatih Artman - İnanç Konukçu - Berkan Şal - Seda Bakan - Berke Üzrek - Eray Eserol - Hakan Hatipoğlu - Ege Aydan - Ayça Eren - Nejat İşler - Güven Kıraç - Zafer Algöz - Aslı Tandoğan - Ahmet Uğurlu - Mine Tugay - Engin Öztürk - Sezin Akbaşoğulları - Serdar Orçin -  Gökhan Yıkılkan  - Ertuğrul Şakar - ve diğerleri,2010
Geçmiş Bahar Mimozaları,TRT,Okan Uysaler,1,Dram - Psikolojik,TRT 1,Filiz Akın - Rutkay Aziz - Ceylan Palay - Müşfik Kenter - Güler Ökten - Nurseli İdiz - Musa Uzunlar,1989
Gençler,TRT,Adem Kılıç,1,Duygusal - Gençlik - Komedi,TRT 1,Ziya Kürküt - Fikret Kuşkan - Oktay Kaynarca - Bilge Parlak - Melike Altunbaran - Zeynep Özden Ayyıldız - Çetin Etili,1989
Aşka Sürgün,Sis Yapım,Cemal Şan,2,Drama - Macera,atv,Mahsun Kırmızıgül - Beren Saat,2005
Yarım Elma,Sis Yapım,Deniz Akçay Katıksız - Ömer Uğur,2,Komedi - Dram,Kanal D -    - Show TV,Janset Paçal - Günay Karacaoğlu,2002
Aynalı Tahir,Base Productions,Erhan Baytimur  -  Cankat Ergin  - Hilal Saral -  Abdülkadir Ceylan Ede,5,Dram,Star TV -    - Flash TV -   - [6],Alişan - Arif Kilisli - Erkan Petekkaya - Bulut Aras - Saruhan Hünel - Kayra Şenocak - Yeşim Büber - Arkın Gelenbe - Emine Ün - Nihan Özcan - [1],1998
155 Polis İmdat,Emek Film,Şahin Gök,2,Polisiye - Aksiyon - Dram - Komedi,Show TV -    - Kanal D,Necla Nazır - Bülent Bilgiç - Murat Soydan - Yusuf Sezgin,1994
İbret-i Ailem,NTC Medya,Ömer Uğur,1,Komedi,Star TV,Müjdat Gezen - Şebnem Sönmez - Zafer Algöz,2012
Arkadaşlar İyidir,O3 Medya,Zeynep Günay,1,Dram - Gençlik - Aile,Show TV,Aslı Melisa Uzun - İdris Nebi Taşkan - Su Kutlu - Akın Akınözü - Hayal Köseoğlu,2016
Gecenin Kraliçesi,O3 Medya,Yağmur Taylan -  (1-2) - Durul Taylan -  (1-2) - Osman Taşcı -  (3-15) - Burcu Alptekin -  (3-15),1,Aşk - Dram,Star TV,Murat Yıldırım - Meryem Uzerli,2016
Çınarın Gölgesinde,Ser Film,Ahu Atılgan - İlyas Yavuz,1,Dram,Samanyolu TV,Pelin Bölükbaş - Zeynep Müjde Akdeniz - Semanur Uçar - Ali Alper Türkan - Mustafa Onur Akpınar - Sevinç Erol - Emre Çaltılı - Ayşegül Aslan - Aliye Karahan - Eylül Başoğlu - Deniz İrem Markoç - Esra Yıldıran - İremnur Karaaslan - Kuzeykan Çoban - Ali Oğuz Şenol - Erdoğan Tutkun,2015
Elveda Rumeli,Adam Film,Serdar Akar -  (Genel yönetmen) - Doğan Ümit Karaca - Özer Kızıltan,3,Dram - Tarihî,atv,Erdal Özyağcılar - Tolgahan Sayışman - Şebnem Sönmez - Gökhan Mete - Mustafa Jasar - Filiz Ahmet - Erman Saban - Berrak Tüzünataç - Suzan Akbelge - Luran Ahmeti - Ertan Saban - Bedia Begovska - Tuna Orhan - Perihan Tuna - Petar Mircevski - Selahattin Bilal - Elyesa Kaso,2007
Filinta,Es Film,Osman Kaya,2,Aksiyon - Polisiye - Tarihî,TRT 1 -    -    - [2],Onur Tuna - Berrak Tüzünataç - Hakan Kurtaş - Nur Fettahoğlu - Asena Tuğal - Hâzım Körmükçü - Serhat Tutumluer,2014
Ankara'nın Dikmen'i,Tükenmezkalem Film,Osman Taşcı,2,Komedi,Kanal D -    - atv,Bülent Emrah Parlak - Burak Kut - Gözde Kansu - Nurseli İdiz,2014
Her Sevda Bir Veda,C Yapım,Dilek Keser - Ulaş Güneş Kaçargil,1,Aşk - Dram,Show TV,Nik Xhelilaj - Elçin Sangu - Devrim Evin - Cemal Hünal - Melisa Aslı Pamuk - Gizem Ayaz - Civan Canova - Jale Arıkan - Engin Benli - Demet İyigün - Defne Halman - Berna Koraltürk - Açelya Elmas - Caner Özyurtlu - Uğur Karabulut - Güliz Şirinyan - Zeynep Kızıltan,2014
Aile Reisi,Base Productions,Şengül Halat Atak,1,Aile - Romantik komedi,Star TV,Pınar Altuğ - Emre Kınay - Sermin Hürmeriç - Burak Davutoğlu - Bilge Şen - Nalan Gücüpek - Tamar Zeynep Papuççuoğlu - Uğur Aslan - Ünal Yeter - Elif Atakan - Barış Küçükgüler - Tuğyan Akay Kavukçu - Ceren Turkan - Alpay Özdoğancı,2009
Azim Kahramanı Ayşe,Ser Film,Başak Soysal,1,Dram,Samanyolu TV,Elif Sümbül Sert - Gökhan Bekletenler - Yıldırım Gücük - Sena Çakır - Bahar Karaoğlu,2015
Yer Gök Aşk,Avşar Film,Canan Çelik,3,Dram,FOX,Birce Akalay - Burak Hakkı - Murat Ünalmış - Melisa Aslı Pamuk - Tuvana Türkay - Işıl Yücesoy - Kanbolat Görkem Arslan - Levent Yılmaz - Ayşegül Günay - Remiz Evren - İpek Erdem - Sevinç Gediktaş - Şahin Ergüney - Firdevs Vüdül - Erhan Duran - Melih Özkaya,2010
Altınsoylar,O3 Medya,Türkan Derya - Murat Aksu,1,Komedi - Aile,Kanal D,Aras Aydın - Ayça Ayşin Turan - Şebnem Bozoklu - Bennu Yıldırımlar - Burak Sevinç - Cihat Tamer,2016
Cennetin Sırları,Hayal Mahsulleri Ofisi,Murat Karahüseyinoğlu,1,Romantik - Gençlik - Dram,Star TV,Ozan Akbaba - Işıl Keskin - Gökay Müftüoğlu - Burçin Bilim - Alp Kadıoğlu - Didem Güçlü,2011
Gönül İşleri,TMC Film,Türkan Derya - Ulaş Cihan Şimşek - Murat Aksu,1,Dram - Aile,Star TV,Sinem Kobal - Selma Ergeç - Bennu Yıldırımlar - Timuçin Esen,2014
Güzel Çirkin,Erler Film,Kemal Uzun,1,Polisiye - Macera - Suç - Komedi - Gizem,Kanal D,Naz Elmas - Ali Sunal - Cahit Gök - Mihriban Er - Ali İpin - Nazan Diper - Mehmet Çevik - Pamir Pekin - Gözde Türkpençe - Kamil Güler -,2013
Karaoğlan,ANS Production,Abdullah Oğuz - Cem Akyoldaş - Çetin İnanç - Erdoğan Engin,1,Drama - Tarihî - Aksiyon,Kanal D,Kaan Urgancıoğlu - Tuba Ünsal - Serdar Gökhan - Özlem Tekin - İpek Tanrıyar - Sümer Tilmaç - İştar Gökseven - Hasan Yalnızoğlu - Evrim Solmaz - Fatoş Silan - Ayşen Gürler - Haldun Boysan - Sinemis Candemir - Nihat Nikerel - Ökkeş Avgın - Şevval Sam - Yılmaz Köksal,2002
Analar ve Anneler,Ay Yapım,Mehmet Ada Öztekin,1,Drama,atv,Hazar Ergüçlü - Binnur Kaya - Okan Yalabık - Sinem Kobal - Nazan Kesal - Ulaş Tuna Astepe - Metin Akdülger,2015
Mazi Kalbimde Yaradır,Tims Productions,Çağatay Tosun,2,Romantik - Dram,TRT 1,Selçuk Yöntem - Sedef Avcı,2011
Kaderimin Yazıldığı Gün,O3 Medya,Ulaş İnaç - Sadullah Şentürk - Hakan İnan,2,Aşk - Dram,Star TV,Özcan Deniz - Hatice Şendil - Begüm Kütük Yaşaroğlu - Gürbey İleri,2014
Farklı Desenler,Ser Film,Hasan Kıraç,3,Dram,Samanyolu TV,Asuman Çakır - Gözde Başaran - İskender Altın - Eren Özyalçın - Fatih Dönmez - Burak Demir,2010
Aşk Ekmek Hayaller,ANS Productions,Abdullah Oğuz,1,Dram,Show TV,Müjde Ar - Burak Hakkı - Berna Laçin - Sinan Tuzcu - İrem Altuğ - Nihal Menzil - Ali İpin - Ayça Eren - Nebil Sayın - Alara Uncu - Deniz Baysal - Alican Özakoğlu - Furkan Andıç - Dilek Demir - Barış Hacıhan - Efe Karaman - Elif Merve Çolak - Begüm Çetinkaya - Sudenaz Akkoyun - Leyla Köse - Pelin Buse Gökçek - Kaan Ürkmez - Aydan Çakır,2013
Tatlı Hayat,Medyapım,Bora Tekay,3,Komedi - Sit-com,Show TV,Türkan Şoray - Haluk Bilginer - Asuman Dabak - Çolpan İlhan - Neco - Celal Kadri Kınoğlu - Gamze Özçelik - Emre Altuğ - Veysel Diker - Sevinç Aktansel - Sedat Kalkavan - Levent Sülün,2001
Selena,Süreç Film,Bora Onur,3,Fantastik kurgu - Komedi,atv,Sinem Kobal - Gökhan Keser - Cansu Demirci - Gizem Güven - Dilara Kurtulmuş - Sinan Çalışkanoğlu - Zuhal Topal,2006
Aşkın Bedeli,Düş Gezginleri Film,Canan Evcimen - Atilla Cengiz,3,Aile - Aşk - Dram,Star TV,Zeynep Aydemir - Arda Öziri - Deniz Bolışık - Ali Mert Yavuzcan,2013
Beyaz Karanfil,Fark Film,Baran Özçaylan,1,Dram - Aksiyon,atv,Kenan Çoban - Oya Unustası - Hakan Boyav - Çağlar Ertuğrul,2014
İzmir Çetesi,Pastel Film,Murat Şeker -  (1-5) - Yıldız Hülya Bilban -  (6-16),1,Komedi,Star TV,Kadir İnanır - Kenan Ece - Mustafa Üstündağ,2011
Ağır Roman Yeni Dünya,Tims Productions,Metin Balekoğlu,1,Dram,Star TV,Onur Saylak - Nesrin Cavadzade - Macit Koper - Sumru Yavrucuk - Murat Daltaban - Özge Özpirinçci - Tamer Tıraşoğlu - Erkan Bektaş - Begüm Birgören,2012
Koyu Kırmızı,TMC,Atıl İnaç - Ulaş İnaç,1,Aksiyon - Drama,Star TV,Özgü Namal - Ozan Güven - Muhammet Uzuner - İpek Bilgin - Zeynep Özder - Engin Hepileri - Çağlar Çorumlu - Ceren Soylu - Mustafa Uzunyılmaz - İdil Yener - Tuğçe Akiş - Esme Madra - Şebnem Köstem - Sinem İslamoğlu - Mehmet Bozdoğan - Arzu Oş - Sevda Erginci - Tuğba Çom - Sevda Erginci - Metin Belgin - Elif Sönmez,2012
